ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976796,05/29/2024 12:22:47,Temperature-modified prediction of ovulation for striped bass,"Watson, L. C. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976795,05/21/2024 11:38:38,"Temperature-dependent plasticity mediates heart morphology and thermal performance of cardiac function in juvenile Atlantic salmon ( 
<i>Salmo</i> 
<i>salar</i>)","Muir, C. A., Garner, S. R., Damjanovski, S.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976794,05/29/2024 17:13:15,Temperature-dependent growth and behavior of juvenile Arctic cod (Boreogadus saida) and co-occurring North Pacific gadids,"Laurel, Benjamin J., Spencer, Mara, Iseri, Paul  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976793,05/24/2024 12:41:19,"Temperature-dependent changes in energy metabolism, intracellular pH and blood oxygen tension in the Atlantic cod","Sartoris, Franz-Josef, Bock, Christian, Serendero, I.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976792,05/21/2024 13:18:39,Temperature-associated habitat selection in a cold-water marine fish,"Freitas, C., Olsen, E. M., Knutsen, H.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976791,05/20/2024 17:12:54,TEMPERATURE TOLERANCES OF 3 SPECIES OF MARINE FISHES,"Hoff, J. G., Westman, J. R. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976790,05/21/2024 13:24:57,Temperature Tolerance of Unacclimated Herring (Clupea harengus L.),"Brawn, Vivien M. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976789,05/20/2024 17:08:06,Temperature tolerance of embryos and larvae of five bivalve species under simulated power plant entrainment conditions: A synthesis,"Wright, D. A., Kennedy, V. S., Roosenburg, W. H.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976788,05/21/2024 13:18:24,Temperature threshold to define management strategies for Atlantic salmon (Salmo salar) fisheries under environmentally stressful conditions,,Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976787,05/29/2024 11:45:29,"Temperature sensitivity of red blood cell physiology in Atlantic cod, Gadus morhua: Comparative, molecular, evolutionary and environmental aspects","Barlow, S. L. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976786,05/20/2024 14:06:46,"Temperature sensitivity of a ciliated Protozoa (family Paranophryidae) from American lobster, Homarus americanus","Loughlin, M. B., Bayer, R. C. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976785,05/24/2024 12:50:57,"Temperature requirements of Atlantic salmon 
<i>Salmo salar</i>, brown trout 
<i>Salmo trutta</i> and Arctic charr 
<i>Salvelinus alpinus</i>: predicting the effects of climate change","Elliott, J. M., Elliott, J. A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976784,05/28/2024 17:16:05,"The temperature requirements of adult Atlantic salmon, Salmo salar L., during their upstream migration in the River Dee","Alabaster, J. S. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976783,05/24/2024 13:00:05,"Temperature Requirements in Atlantic Salmon (Salmo salar), Brown Trout (Salmo trutta), and Arctic Char (Salvelinus alpinus) from Hatching to Initial Feeding Compared with Geographic Distribution","Jensen, Arne, Johnsen, Bjørn Ove, Saksgård, Laila ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976782,05/29/2024 13:58:49,Temperature pre-adaptation of ectothermal organisms of different organization: Role of the lipid fatty acid composition,"Smirnov, L. P., Bogdan, V. V. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976781,05/29/2024 13:00:28,"Temperature Modulates the Effects of Ocean Acidification on Intestinal Ion Transport in Atlantic Cod, 
<i>Gadus morhua</i>","Hu, M. Y., Michael, K., Kreiss, C. M.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976780,05/24/2024 12:42:04,"Temperature induced variation in oxygen consumption of juvenile and adult stages of the northern shrimp, Pandalus borealis","Daoud, D., Chabot, D., Audet, C.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976779,05/29/2024 11:50:34,Temperature effects on the vertical distribution of lobster postlarvae (Homarus americanus),"Annis, Eric R. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976778,05/28/2024 17:11:56,"TEMPERATURE EFFECTS ON THE TIMING OF STRIPED BASS EGG-PRODUCTION, LARVAL VIABILITY, AND RECRUITMENT POTENTIAL IN THE PATUXENT RIVER (CHESAPEAKE BAY)","Secor, D. H., Houde, E. D. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976777,05/24/2024 12:26:19,Temperature effects on the contractile performance and efficiency of oxidative muscle from a eurythermal versus a stenothermal salmonid,"Gamperl, A. K., Syme, D. A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976776,05/28/2024 17:14:43,"Temperature effects on spontaneous behavior of larval and juvenile red drum Sciaenops ocellatus , and implications for foraging","Fuiman, L. A. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976775,05/24/2024 12:25:15,Temperature dependent modulation of lobster neuromuscular properties by serotonin,"Hamilton, Jonna L., Edwards, Claire R., Holt, Stephen R.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976774,05/29/2024 15:30:40,Temperature dependency of 5?-nucleotidase and acid phosphatase in muscle microsomes of fish,"Yang, S. A., Kawai, H., Endo, K. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976773,05/24/2024 11:54:19,Temperature dependence of cardiac performance in the lobster Homarus americanus,"Worden, Mary Kate, Clark, Christine M., Conaway, Mark  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976772,05/29/2024 15:28:38,Temperature constrains locomotion and muscle function in two temperate labrids,"Moran, Clinton J., Neubauer, David L., Rzucidlo, Caroline L.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976771,05/23/2024 12:30:08,"Temperature behavioral responses of the American eel, Anguilla rostrata (Lesueur), from Maryland","Barila, Theresa Y., Stauffer, Jay R. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976770,05/29/2024 17:13:45,Temperature as a risk factor for outbreaks of Amoebic Gill Disease in farmed Atlantic salmon (Salmo salar),"Douglas-Helders, M., Saksida, S., Raverty, S.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976769,05/24/2024 11:56:15,Temperature and the recruitment of Atlantic cod (Gadus morhua),"Planque, B., Fredou, T. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976768,05/24/2024 12:40:29,Temperature and the expression of seven muscle-specific protein genes during embryogenesis in the Atlantic cod Gadus morhua L,"Hall, Thomas E., Cole, Nicholas J., Johnston, Ian A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976767,05/28/2024 17:33:03,"Temperature and sex dependent effects on cardiac mitochondrial metabolism in Atlantic cod ( 
<i>Gadus morhua</i> L.)","Rodnick, K. J., Gamperl, A. K., Nash, G. W.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976766,05/17/2024 21:47:05,Temperature and Salinity Effects on Survival and Growth of Early Life Stage Shubenacadie River Striped Bass,"Cook, A. M., Duston, J., Bradford, R. G. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"", ""Salinity"""
13976765,05/20/2024 14:13:44,Temperature and Salinity Effects on Development of Striped Bass Eggs and Larvae,"Morgan, Raymond P., Rasin, V. James, Copp, Ronald L. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"", ""Salinity"""
13976764,05/28/2024 16:26:51,Temperature and pH-Related Mortality of Red Drum Larvae in Fertilized Culture Ponds,"Lyon, Dale D., Fisher, Mark ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976763,05/17/2024 20:35:26,"Temperature and dietary effects on the physiology of two gadids, the Atlantic cod (Gadus morhua) and haddock (Melanogrammus aeglefinus)","Perez-Casanova, J. C. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976762,05/23/2024 13:54:51,Temperature and developmental plasticity of muscle phenotype in herring larvae,"Johnston, Ian A., Cole, Nicholas J., Vieira, Vera L. A.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976761,05/21/2024 11:31:35,Temperature and developmental plasticity during embryogenesis in the Atlantic cod Gadus morhua L,"Hall, Thomas E., Johnston, Ian A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976760,05/29/2024 15:46:58,"Temperature and Ca super(2+)-dependence of the sarcoplasmic reticulum Ca super(2+)-ATPase in haddock, salmon, rainbow trout and zebra cichlid","Godiksen, H., Jessen, F. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976759,05/17/2024 21:55:53,Temperature affects physiological stress responses to acute confinement in sunshine bass (Morone chrysops×Morone saxatilis),"Davis, Kenneth B. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976758,05/17/2024 21:57:15,"Temperature acclimation alters cardiac performance in the lobster 
<i>Homarus americanus</i>","Camacho, J., Qadri, S. A., Wang, H.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976757,05/29/2024 12:07:39,The Technology of Live Aquatic Animal Transportation,"Xie, Jia-Yan, Zhu, Ai-Yi ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976756,05/29/2024 17:44:32,Technology and Properties of Chondroitin Sulfate from Marine Hydrobionts,"Konovalova, I., Novikov, V., Kuchina, Y.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976755,05/17/2024 20:37:34,Target strength variability in Atlantic herring (Clupea harengus) and its effect on acoustic abundance estimates,"Fassier, S. M. M. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976754,05/17/2024 18:36:27,Tambora and the mackerel year: Phenology and fisheries during an extreme climate event,"Alexander, Karen E., Leavenworth, William B., Willis, Theodore V.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976753,05/29/2024 17:43:22,"Systematic identification and characterization of stress-inducible heat shock proteins (HSPs) in the salmon louse ( 
<i>Lepeophtheirus salmonis</i>)","Borchel, A., Komisarczuk, A. Z., Rebl, A.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976752,05/29/2024 17:16:53,"A synthesis of water quality and contaminants data for the atlantic menhaden, brevoortia tyrannus: Implications for chesapeake bay","Hall, Lenwood W., Fischer, Steven A., Sullivan, John A. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976751,05/28/2024 17:30:11,"The synergistic effects of elevated temperature and CO2-induced ocean acidification reduce cardiac performance and increase disease susceptibility in subadult, female American lobsters Homarus americanus H. Milne Edwards, 1837 (Decapoda: Astacidea: Nephropidae) from the Gulf of Maine","Harrington, Amalia M., Harrington, Robert J., Bouchard, Deborah A.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976750,05/21/2024 11:32:13,SWIMMING RATE AND RESPONSES OF LARVAE OF 3 MACTRID BIVALVES TO SALINITY DISCONTINUITIES,"Mann, R., Campos, B. M., Luckenbach, M. W. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Salinity"""
13976749,05/24/2024 12:53:24,"Swimming endurance of the Atlantic cod, Gadus morhua L., at low temperatures","He, Pingguo ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976748,05/28/2024 17:31:29,Swimming depth and thermal history of individual Atlantic salmon (Salmo salar L.) in production cages under different ambient temperature conditions,"Johansson, D., Ruohonen, K., Juell, J. E.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976747,05/29/2024 12:02:03,The swimbladder nematode Anguillicola crassus in American eels (Anguilla rostrata) from middle and upper regions of Chesapeake Bay,"Barse, A. M., McGuire, S. A., Vinores, M. A.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976746,05/21/2024 13:09:00,Susceptibility of three different strains of juvenile Atlantic halibut (Hippoglossus hippoglossus L.) cultured at two different temperatures to Vibrio anguillarum and temperature effect on antibody response,"Hoare, R., Hovland, H., Langston, A. L.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976745,05/17/2024 20:23:52,"Survival, Growth, and Feed Utilization of Pre? and Postmetamorphic American Shad Exposed to Increasing Salinity","Jia, Yanju, Liu, Qinghua, Goudie, Cheryl A.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976744,05/29/2024 12:15:23,Survival rate of the Atlantic salmon embryos incubated in apparatus with closed circulation of water under a certain temperature range,"Gorodilov, YuN, Svimonishvili, T. N. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976743,05/17/2024 17:30:51,Survival of Striped Bass Entrained into the Cooling Systems of Two Hudson River Power Stations,"Young, John R., Dey, William P., Jinks, Steven M.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976742,05/21/2024 11:34:01,Survival of larval striped bass exposed to fluid-induced and thermal stresses in a simulated condenser tube,"Coutant, C. C., Kedl, R. J. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976741,05/17/2024 20:27:55,"Survival and Growth of Red Drum Sciaenops ocellatus in Saline Groundwaters of West Texas, USA","Forsberg, James A., Dorsett, Paul W., Neill, William H. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976740,05/30/2024 12:11:24,Supercritical CO2 Extraction of Oil from Atlantic Mackerel (Scomber scombrus) and Protein Functionality,"Temelli, Feral, LeBlanc, Eileen, Fu, Long ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976739,05/29/2024 12:57:48,Summer Is Coming! Tackling Ocean Warming in Atlantic Salmon Cage Farming,"Calado, Ricardo, Mota, Vasco C., Madeira, Diana  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
